Review_Date,Hotel_Name,Reviewer_Nationality,Review,lat,lng
11/2/2015,Apex Temple Court Hotel, United Kingdom , very confy bed Great bar with lovely staff ,51.5137335,-0.1087512
11/1/2015,Apex Temple Court Hotel, Ireland , It just felt like a very nice hotel And most important for me was the comfortable clean room The friendly staff Big shout out to Paul It was nice to be able to relax in the lounge after seeing a show Location was very good I did not have breakfast so I cant review Michael,51.5137335,-0.1087512
11/1/2015,Apex Temple Court Hotel, France , Very good bed and equipment in the room Nice people ,51.5137335,-0.1087512
10/31/2015,Apex Temple Court Hotel, United Kingdom , Second time staying at this lovely hotel Staff were once again warm and friendly with nothing too much trouble I travelled with my daughter for her 21st birthday and the staff all wished her a happy birthday and left her a lovely personalised note and a box of chocolates I love this hotel and can t recommend it highly enough Thank you Apex Temple Court for another wonderful stay ,51.5137335,-0.1087512
10/31/2015,Apex Temple Court Hotel, United Kingdom , Great location room is not too small very clean comfortable bed Great hotel overall ,51.5137335,-0.1087512
10/29/2015,Apex Temple Court Hotel, United Kingdom , Modern very clean and very friendly hotel well located Food in the restaurant was excellent staff very attentive and nothing too much trouble readily adapted the menu for the children to suit Would definitely recommend and stay here again ,51.5137335,-0.1087512
10/27/2015,Apex Temple Court Hotel, United Kingdom , Room a good size and comfortable bathroom lovely Public areas bar lounge very nice when we came back after our theatre restaurant visits we ended our evening very pleasantly in the lounge staff very helpful and friendly ,51.5137335,-0.1087512
10/27/2015,Apex Temple Court Hotel, Belgium , We had a very nice stay 10 days Quiet location ,51.5137335,-0.1087512
10/27/2015,Apex Temple Court Hotel, Hungary , Very good location close to city centre and Thameslink railway spacious rooms nice bathroom and a lot of extra features The breakfast was also very delicious The staff is friendly and helpful ,51.5137335,-0.1087512
10/20/2015,Apex Temple Court Hotel, Bulgaria , Liked everything Very comfortable hotel extremely friendly staff comfortable room Breakfast is excellent 10 15 minutes walk to Trafalgar Square ,51.5137335,-0.1087512
10/18/2015,Apex Temple Court Hotel, United Kingdom , Lovely location very close to the river and a short walk from temple tube Lovely walk through temple courts Efficient friendly hotel with a great bar really comfy seating and lovely atmosphere Restaurant looked good too but we had cocktails and bar snacks in lounge bar which was excellent if a little pricey Room styling is modern but well planned and feels a little luxurious Love the bathrooms at Apex hotels ,51.5137335,-0.1087512
10/14/2015,Apex Temple Court Hotel, United Kingdom , Staff were very good and friendly Hotel is in a great location especially for theatre and Covent Garden Overall great place to stay in London,51.5137335,-0.1087512
10/13/2015,Apex Temple Court Hotel, United Kingdom , Although it s a busy city centre hotel it felt really peaceful and relaxing throughout The soundproofing in the bedrooms must be excellent because we hardly heard anybody else ,51.5137335,-0.1087512
10/11/2015,Apex Temple Court Hotel, United Kingdom , The room design and furbishment comfy bed and pillows great bathroom ,51.5137335,-0.1087512
10/11/2015,Apex Temple Court Hotel, Austria , Beautiful spacious rooms with moden design but in a cosy way Very fast check in and check out Beautiful spot very quiet ,51.5137335,-0.1087512
10/6/2015,Apex Temple Court Hotel, United Kingdom , We like to walk back from the theatre at night maybe for some people it would be few hundred meters past their comfort zone The room was very good and staff very helpful ,51.5137335,-0.1087512
10/6/2015,Apex Temple Court Hotel, United Kingdom , Bedrooms and the style of the hotel Staff are lovely and the hotel is comfortable Easy to find off Fleet Street and close to major sights,51.5137335,-0.1087512
10/6/2015,Apex Temple Court Hotel, United Kingdom , Excellent centre base for sight seeing Would definitely stay here again Worth mentioning if you have a special occasion like a birthday or anniversary while staying Perfect 10 out of 10 from us ,51.5137335,-0.1087512
10/5/2015,Apex Temple Court Hotel, United States of America , Many pros Very pleased here Modern clean Large room and bath Excellent stay Helpful staff Usually stay west of here but this location turned out to be perfect for this trip ,51.5137335,-0.1087512
9/28/2015,Apex Temple Court Hotel, United Kingdom , I booked this for my parents for their Golden Wedding Anniversary trip to London with another couple all four said how fantastic their stay was They commented in particular about how friendly and helpful the staff were and HOW impressed they were with their room and the hotel facilities ,51.5137335,-0.1087512
9/23/2015,Apex Temple Court Hotel, United Kingdom , We were a party of ten adults booked for a special friends birthday The staff upgraded the Birthday girl s room and had it decorated with balloons and banners that friends had mailed down This made a very special birthday a very memorable weekend Staff at the hotel were very obliging and couldn t do enough for us all ,51.5137335,-0.1087512
9/22/2015,Apex Temple Court Hotel, United Kingdom , The hotel is clean and well located between both Temple and Chancery Lane tube stations but not exactly that close to them The room size is very good clean and you ll find everything you need The bed is more for the very soft kind I personally would prefer them to be neither soft nor hard Staff is efficient and very kind ,51.5137335,-0.1087512
9/20/2015,Apex Temple Court Hotel, United Kingdom , What a superb hotel The room we had was beautiful and we had a great view of the London Eye As it was my boyfriends 30th birthday they also provided a complimentary cake Everything we wanted to get to was in walking distance which meant traveling round even late at night was easy ,51.5137335,-0.1087512
9/17/2015,Apex Temple Court Hotel, United States of America , The Location was great We were able to walk to every thing we wanted to see ,51.5137335,-0.1087512
9/15/2015,Apex Temple Court Hotel, United Kingdom , Excellent decor in the rooms and we ll equipped They gave my husband a small gift for his special birthday ,51.5137335,-0.1087512
9/10/2015,Apex Temple Court Hotel, United States of America , Large room comfortable bed good WiFi and easy access to public transportation The toiletries are also very nice quality Room was very quiet ,51.5137335,-0.1087512
9/9/2015,Apex Temple Court Hotel, United States of America , Hotel is wonderful Great accommodations clean and excellent location near Soho Convent Garden,51.5137335,-0.1087512
9/8/2015,Apex Temple Court Hotel, United Kingdom , Beautifully decorated room which was also immaculately clean The bed was gorgeous to sleep in don t think I ve slept in much better,51.5137335,-0.1087512
9/7/2015,Apex Temple Court Hotel, Hungary , An excellent hotel with a great location Apart from a tap malfunction in the main bathroom everything was great A special mention to the concierge who managed to secure us tickets for the theatre at very short notice The Master suite was very roomy and very tasteful I would not hesitate to stay here when I am next again in London ,51.5137335,-0.1087512
9/1/2015,Apex Temple Court Hotel, United Kingdom , The staff were friendly the room didn t want for anything the ensuite was large and modern breakfast was fabulous ,51.5137335,-0.1087512
9/1/2015,Apex Temple Court Hotel, United States of America , The staff as incredibly helpful and attentive and the concierge is able to book tickets to attractions for us which made the whole process so easy We had a package for free breakfast our first night and the breakfast was amazing The location of this hotel is incredible It s located on a small side street that is very quiet but off of the main road in London Fleet St Couldn t have imagined a better place to stay in London ,51.5137335,-0.1087512
9/1/2015,Apex Temple Court Hotel, United Kingdom , Great location for all major landmarks so much so we walked to most from Westminster to Tower Bridge Staff very attentive responsive free upgrade on arrival enjoyed the whole experience so much we added another day to our visit Highly recommended ,51.5137335,-0.1087512
9/1/2015,Apex Temple Court Hotel, United Kingdom , We loved the fact that our room had a balcony have stayed in many hotels in London before and never had this luxury at what was a sensible price ,51.5137335,-0.1087512
8/30/2015,Apex Temple Court Hotel, United Kingdom , The staff as well as the location and the tabouli rooms make this an ideal hotel for myself and partner to stay at every month when we are in London,51.5137335,-0.1087512
8/27/2015,Apex Temple Court Hotel, United Kingdom , Can t fault it second time we have stayed here and will undoubtedly stay again ,51.5137335,-0.1087512
8/27/2015,Apex Temple Court Hotel, United Kingdom , Great hotel quiet room for a great night sleep as room overlooked a quiet courtyard so no road noise Newish hotel so everything felt fresh and up to date Great to have sky sports in room Have stayed in many London hotels and would rate this as one of the best night stays ,51.5137335,-0.1087512
8/25/2015,Apex Temple Court Hotel, United Kingdom , The room was incredibly luxurious and clean the staff were friendly and attentive the location was brilliant a perfect hotel ,51.5137335,-0.1087512
8/25/2015,Apex Temple Court Hotel, Australia , Very comfortable room excellent amenities Peaceful to step away from London crowds be greeted by the green elephant Staff were always welcoming ,51.5137335,-0.1087512
8/25/2015,Apex Temple Court Hotel, United Kingdom , the staff were very pleasant and made you feel welcome the room was fantastic big bed and superb bathroom i could not fault anything will definetly stay again next time am in london,51.5137335,-0.1087512
8/21/2015,Apex Temple Court Hotel, United Kingdom , Lovely hotel with nice furnishings and a courtyard for sitting out in the evenings Good breakfast too ,51.5137335,-0.1087512
8/16/2015,Apex Temple Court Hotel, United Kingdom , Courtyard out the back which takes you away from the main streets lovely place to sit for drinks staff were friendly and helpful And the rooms were lovely,51.5137335,-0.1087512
8/15/2015,Apex Temple Court Hotel, United Kingdom , Location is superb for visiting the city Contemporary hotel design was good Breakfast was good We had a very good meal in the evening,51.5137335,-0.1087512
8/13/2015,Apex Temple Court Hotel, United Kingdom , As per the review title this is an oasis in London the calm and quiet starts just yards from The Strand Very friendly and helpful staff Might seem expensive but you get what you pay for ,51.5137335,-0.1087512
8/11/2015,Apex Temple Court Hotel, United Kingdom , Had a really nice stay at this hotel received very good service and lovely rooms Breakfast and room service food was very nice Great location with only a 10 minute walk in to convent garden ,51.5137335,-0.1087512
8/11/2015,Apex Temple Court Hotel, United Kingdom , The room was big spacious and the bed extremely comfortable The bathroom was similarly huge and had a great standalone bath as well as waterfall shower,51.5137335,-0.1087512
8/7/2015,Apex Temple Court Hotel, South Korea , Location of this hotel was perfect Most of the sights that I wanted to visit can be visited on foot The room was comfort Somerset House was in 7 8mit on foot Staffs were friendly ,51.5137335,-0.1087512
8/4/2015,Apex Temple Court Hotel, Switzerland , Good sized rooms Staff friendly and very helpful ,51.5137335,-0.1087512
8/4/2015,Apex Temple Court Hotel, United Kingdom , We were visiting London to celebrate our 25th wedding anniversary and the complementary upgrade to a deluxe room was the icing on the cake Thank you Apex x,51.5137335,-0.1087512
8/4/2015,Apex Temple Court Hotel, United Kingdom , Excellent service we arrived at 11 30 am and we were still allowed to check in Staff very helpful and polite We love the apex hotel,51.5137335,-0.1087512
8/3/2017,Apex Temple Court Hotel, United States of America , Everything,51.5137335,-0.1087512
8/3/2017,Apex Temple Court Hotel, United States of America , Great Hotel with wonderful staff and good cuisine ,51.5137335,-0.1087512
8/2/2017,Apex Temple Court Hotel, United Kingdom , The room was really spacious and light and the bed super comfy The rubber duck in the bathroom was a bonus and loved having sky movies ,51.5137335,-0.1087512
8/2/2017,Apex Temple Court Hotel, United Kingdom , Friendly welcoming staff on arrival spacious well appointed room ,51.5137335,-0.1087512
8/2/2017,Apex Temple Court Hotel, United Kingdom , room size and style,51.5137335,-0.1087512
7/11/2017,Apex Temple Court Hotel, United States of America ,No Positive,51.5137335,-0.1087512
7/10/2017,Apex Temple Court Hotel, United Kingdom , Nice modern hotel with excellent facilities and staff ,51.5137335,-0.1087512
7/10/2017,Apex Temple Court Hotel, Saudi Arabia , The staff were helpful well trained and exceedingly polite ,51.5137335,-0.1087512
7/10/2017,Apex Temple Court Hotel, Brazil , Size of the room and location very near a U station Lots of restaurants within walking distance ,51.5137335,-0.1087512
6/27/2017,Apex Temple Court Hotel, United States of America , Great location equidistant from the various must see sights in London ,51.5137335,-0.1087512
6/25/2017,Apex Temple Court Hotel, United Kingdom , Location room size and comfort ,51.5137335,-0.1087512
6/25/2017,Apex Temple Court Hotel, Australia , Fantastic hotel very close to West End theatres but hidden away on Fleet st so nice and quiet Beautiful room ,51.5137335,-0.1087512
6/20/2017,Apex Temple Court Hotel, Portugal , the view and the windows from the 5th floor to London are very nice,51.5137335,-0.1087512
6/19/2017,Apex Temple Court Hotel, United Kingdom , Excellent location a lovely outside terrace where you could sit and have a drink or eat breakfast in the sunshine Would definitely come back,51.5137335,-0.1087512
6/13/2017,Apex Temple Court Hotel, United Kingdom , Staff were excellent balcony room was amazing and loved the extra Club Lounge offerings,51.5137335,-0.1087512
6/10/2017,Apex Temple Court Hotel, United Kingdom , Rooms were excellent Staff friendly,51.5137335,-0.1087512
6/10/2017,Apex Temple Court Hotel, United Kingdom , Joseph Opoku the Guest Services Manager friendly and helpful,51.5137335,-0.1087512
6/10/2017,Apex Temple Court Hotel, China , great location beautiful building and garden,51.5137335,-0.1087512
6/4/2017,Apex Temple Court Hotel, United Kingdom , Good quiet location excellent rooms ,51.5137335,-0.1087512
6/4/2017,Apex Temple Court Hotel, United Kingdom , Brilliant hotel perfect location,51.5137335,-0.1087512
6/4/2017,Apex Temple Court Hotel, United Kingdom , Modern hotel good staff and excellent value for money with a very good lounge offering drinks and snacks ,51.5137335,-0.1087512
6/4/2017,Apex Temple Court Hotel, United States of America , Staff was amazing,51.5137335,-0.1087512
6/1/2017,Apex Temple Court Hotel, China , Good location helpful staff Room s big and clean About 10min walk to temple station ,51.5137335,-0.1087512
5/30/2017,Apex Temple Court Hotel, Germany , Quiet room ,51.5137335,-0.1087512
5/24/2017,Apex Temple Court Hotel, Italy , Nice dinner with a good selection of wines by the glass ,51.5137335,-0.1087512
5/22/2017,Apex Temple Court Hotel, United Kingdom , Location,51.5137335,-0.1087512
5/22/2017,Apex Temple Court Hotel, Australia , Clean large room very quiet Very helpful staff Excellent overall ,51.5137335,-0.1087512
5/15/2017,Apex Temple Court Hotel, China ,No Positive,51.5137335,-0.1087512
5/14/2017,Apex Temple Court Hotel, United Kingdom , Breakfast extra which when the hotel is 210 per night is very poor ,51.5137335,-0.1087512
5/13/2017,Apex Temple Court Hotel, United States of America , Very comfortable great location great staff good value Always consistent ,51.5137335,-0.1087512
5/10/2017,Apex Temple Court Hotel, United Kingdom , The room was very clean and the bed was very comfortable The bathroom products were of good quality ,51.5137335,-0.1087512
5/10/2017,Apex Temple Court Hotel, United Kingdom , Well presented room pleasant staff and good public areas Enjoyed sitting outside for coffee Good location as we needed to be near Covent Garden ,51.5137335,-0.1087512
5/8/2017,Apex Temple Court Hotel, United Kingdom , Clean quiet and excellent location,51.5137335,-0.1087512
5/8/2017,Apex Temple Court Hotel, United Kingdom , Balcony,51.5137335,-0.1087512
5/8/2017,Apex Temple Court Hotel, Canada ,No Positive,51.5137335,-0.1087512
5/7/2017,Apex Temple Court Hotel, United Kingdom , Staff room service all good,51.5137335,-0.1087512
5/7/2017,Apex Temple Court Hotel, Poland , Nice modern premises friendly staff good gym,51.5137335,-0.1087512
5/5/2017,Apex Temple Court Hotel, New Zealand , It was so central good food shops and close to attractions,51.5137335,-0.1087512
5/4/2017,Apex Temple Court Hotel, United Kingdom , Location is excellent Room was cosy ,51.5137335,-0.1087512
5/4/2017,Apex Temple Court Hotel, United Kingdom , Convenient comfortable quiet,51.5137335,-0.1087512
5/2/2017,Apex Temple Court Hotel, United Kingdom , Great location and a lovely room Huge bath and walk in shower A huge HD television with full sky package ,51.5137335,-0.1087512
5/1/2017,Apex Temple Court Hotel, United Kingdom , Loved the view from the room and the residents bar,51.5137335,-0.1087512
4/30/2017,Apex Temple Court Hotel, Japan , Good location Along the Fleet Street and in the Temle And I like the atmosphere of this hotel ,51.5137335,-0.1087512
4/25/2017,Apex Temple Court Hotel, United Kingdom , Massive cosy beds Large showers and a lovely deep bath So clean and immaculate ,51.5137335,-0.1087512
4/25/2017,Apex Temple Court Hotel, United Kingdom , Great size room for money ,51.5137335,-0.1087512
4/25/2017,Apex Temple Court Hotel, United Kingdom , Comfy bed,51.5137335,-0.1087512
4/18/2017,Apex Temple Court Hotel, United Kingdom , The staff were super friendly and helpful the location and the room was amazing,51.5137335,-0.1087512
4/16/2017,Apex Temple Court Hotel, United Kingdom , Bed was lovely and comfortable,51.5137335,-0.1087512
4/11/2017,Apex Temple Court Hotel, United Kingdom , great location walking distance to theatre and west end,51.5137335,-0.1087512
4/11/2017,Apex Temple Court Hotel, United Kingdom ,No Positive,51.5137335,-0.1087512
4/10/2017,Apex Temple Court Hotel, Netherlands , A haven of peace in hectic London A great hotel which I have visited twice now and which I have promoted to my standard London hotel ,51.5137335,-0.1087512
4/7/2017,Apex Temple Court Hotel, United Kingdom , great value for money,51.5137335,-0.1087512
4/7/2017,Apex Temple Court Hotel, Isle of Man , Bed comfy lovely shower and room,51.5137335,-0.1087512
4/5/2017,Apex Temple Court Hotel, Ireland , We were given a complementary upgrade on arrival which was very much appreciated ,51.5137335,-0.1087512
4/5/2017,Apex Temple Court Hotel, United Kingdom , A warm welcome and friendly staff Very comfortable accommodation and excellent bathroom Lovely bar area Excellent breakfast,51.5137335,-0.1087512
4/5/2017,Apex Temple Court Hotel, United Kingdom , Fab service quick and efficient check in and friendly staff ,51.5137335,-0.1087512
4/1/2017,Apex Temple Court Hotel, United Kingdom ,No Positive,51.5137335,-0.1087512
3/31/2017,Apex Temple Court Hotel, United Kingdom , lovely luxury hotel great furnishings and art work great staff,51.5137335,-0.1087512
3/31/2017,Apex Temple Court Hotel, United Kingdom , Nice big bath and shower,51.5137335,-0.1087512
3/29/2017,Apex Temple Court Hotel, United Kingdom , Feather pillows great bathroom very quiet location for central London late check out at midday,51.5137335,-0.1087512
3/28/2017,Apex Temple Court Hotel, Cyprus , Everything room is spacious very comfortable,51.5137335,-0.1087512
3/27/2017,Apex Temple Court Hotel, United Kingdom , Lovely rooms really helpful and friendly staff great location just a short walk to Covent Garden ,51.5137335,-0.1087512
3/27/2017,Apex Temple Court Hotel, United Kingdom , Great hotel lovely polite staff very good location,51.5137335,-0.1087512
3/27/2017,Apex Temple Court Hotel, United Kingdom , The room was absoulty amazing Clean Comfortable Felt very welcomed and the front look of the hotel with the elephant was spactauclar,51.5137335,-0.1087512
3/23/2017,Apex Temple Court Hotel, United States of America , The location and the comfortable beds,51.5137335,-0.1087512
3/21/2017,Apex Temple Court Hotel, United Kingdom , The staff were very helpful and friendly,51.5137335,-0.1087512
3/21/2017,Apex Temple Court Hotel, Argentina , Everything was ok the place was very clean comfortable and the location very convenient ,51.5137335,-0.1087512
3/20/2017,Apex Temple Court Hotel, United Kingdom , The upgrade ,51.5137335,-0.1087512
3/20/2017,Apex Temple Court Hotel, United Kingdom , Celebrating a special birthday they give a free upgrade to a suite and a bottle of bubbly ,51.5137335,-0.1087512
3/19/2017,Apex Temple Court Hotel, United Kingdom , Excellent bar area and staff just generally all round was great,51.5137335,-0.1087512
3/18/2017,Apex Temple Court Hotel, United Kingdom , Great location Modern interior Staff very helpful ,51.5137335,-0.1087512
3/18/2017,Apex Temple Court Hotel, Isle of Man ,No Positive,51.5137335,-0.1087512
3/17/2017,Apex Temple Court Hotel, United Kingdom , Loved everything Would deffo stay again Luxury room and hotel and perfect location ,51.5137335,-0.1087512
3/14/2017,Apex Temple Court Hotel, United Kingdom , Clean spacious and comfortable room Great location ,51.5137335,-0.1087512
3/14/2017,Apex Temple Court Hotel, Romania , Very comfortable bed well sized room very clean,51.5137335,-0.1087512
3/13/2017,Apex Temple Court Hotel, United Kingdom , The bar food the room upgrade was a wonderful bonus This was our second visit and we will be making a third next year,51.5137335,-0.1087512
3/13/2017,Apex Temple Court Hotel, Switzerland , The staffs were really nice and the bed very confortable,51.5137335,-0.1087512
3/10/2017,Apex Temple Court Hotel, United Kingdom , Staff went out of their way to make my daughters trip special ,51.5137335,-0.1087512
3/9/2017,Apex Temple Court Hotel, United Kingdom , Staff went the extra mile to make the stay enjoyable ,51.5137335,-0.1087512
3/6/2017,Apex Temple Court Hotel, Italy , The room was extremely clean bed and pillows were very comfortable and the room was quiet ,51.5137335,-0.1087512
3/4/2017,Apex Temple Court Hotel, United Kingdom , Comfortable bed excellent shower great view,51.5137335,-0.1087512
3/4/2017,Apex Temple Court Hotel, United Kingdom , Comfy bed Bathrobes Plenty of plug points Rubber duck ,51.5137335,-0.1087512
2/23/2017,Apex Temple Court Hotel, United States of America ,No Positive,51.5137335,-0.1087512
2/14/2017,Apex Temple Court Hotel, United Kingdom , The best night s sleep I have had in months ,51.5137335,-0.1087512
2/14/2017,Apex Temple Court Hotel, United Kingdom , Very comfortable room very pleasant staff warm and cosy surroundings ,51.5137335,-0.1087512
2/14/2017,Apex Temple Court Hotel, United Kingdom , All staff very helpful,51.5137335,-0.1087512
2/13/2017,Apex Temple Court Hotel, United Kingdom , Wonderful room gorgeous bathroom amazingly comfy bed ,51.5137335,-0.1087512
2/11/2017,Apex Temple Court Hotel, United Kingdom , Ambiance and location,51.5137335,-0.1087512
2/10/2017,Apex Temple Court Hotel, Ireland , Friendly helpful staff very comfortable rooms superb breakfast and very convenient location,51.5137335,-0.1087512
2/7/2017,Apex Temple Court Hotel, United Kingdom , The size of the bathroom and bedroom not cramped in any way with lovely touches such as Bose docking station and Samsung flat screen TV,51.5137335,-0.1087512
2/6/2017,Apex Temple Court Hotel, Germany , Perfect location nice and clean Hotel Highly recommended ,51.5137335,-0.1087512
2/5/2017,Apex Temple Court Hotel, Austria , Clean spacious room awesome bathroom Great location will definitely go there again ,51.5137335,-0.1087512
2/5/2017,Apex Temple Court Hotel, Netherlands , They call themselves a hidden gem in London And that s very true It was my first visit here and it will not be my last ,51.5137335,-0.1087512
2/3/2017,Apex Temple Court Hotel, Ireland , Nice staff clean and comfortable rooms,51.5137335,-0.1087512
2/3/2017,Apex Temple Court Hotel, United Kingdom , Fantastic all round Great location Superb facilities Brilliant staff,51.5137335,-0.1087512
1/31/2017,Apex Temple Court Hotel, Russia ,No Positive,51.5137335,-0.1087512
1/29/2017,Apex Temple Court Hotel, United Kingdom , Good value,51.5137335,-0.1087512
1/29/2017,Apex Temple Court Hotel, United Kingdom , Massive bed Great shower and bath Helpful staff Attractive decor Quiet location despite being very central ,51.5137335,-0.1087512
1/27/2017,Apex Temple Court Hotel, United Kingdom , Everything,51.5137335,-0.1087512
1/26/2017,Apex Temple Court Hotel, United Kingdom , Staff very friendly and helpful Room excellent and clean,51.5137335,-0.1087512
1/24/2017,Apex Temple Court Hotel, United States of America , Location and hotel decor were great Gym and lobby were nice ,51.5137335,-0.1087512
1/23/2017,Apex Temple Court Hotel, United Kingdom , Everything Staff were excellent facilities were impressive and the hotel is so clean and relaxing Very quiet and a terrific location ,51.5137335,-0.1087512
1/23/2017,Apex Temple Court Hotel, Switzerland , We liked the style the staff the 24 access lounge the location which is good for taxis and buses or just walking to the Thames ,51.5137335,-0.1087512
1/22/2017,Apex Temple Court Hotel, United Kingdom , Excellent welcome from friendly and efficient staff ,51.5137335,-0.1087512
1/22/2017,Apex Temple Court Hotel, United Kingdom , It was fantastic ,51.5137335,-0.1087512
1/19/2017,Apex Temple Court Hotel, United Kingdom , Staff welcoming and engaging ,51.5137335,-0.1087512
1/18/2017,Apex Temple Court Hotel, United Kingdom , Location and overall facilities,51.5137335,-0.1087512
1/18/2017,Apex Temple Court Hotel, United Kingdom , It was quiet and comfortable with a lovely bright room three windows and large bathroom,51.5137335,-0.1087512
1/17/2017,Apex Temple Court Hotel, United Kingdom ,No Positive,51.5137335,-0.1087512
1/17/2017,Apex Temple Court Hotel, United Kingdom , The most comfortable bed i have ever slept in Staff were so friendly and helpful enjoyed my stay thoroughly,51.5137335,-0.1087512
1/17/2017,Apex Temple Court Hotel, United Kingdom , A pleasant comfortable room Not large but perfectly nice Pleasant helpful staff ,51.5137335,-0.1087512
1/16/2017,Apex Temple Court Hotel, United Kingdom , The quiet location is unusual for London Able to sleep with the window open,51.5137335,-0.1087512
1/15/2017,Apex Temple Court Hotel, United Kingdom , Everything fantastic ,51.5137335,-0.1087512
1/15/2017,Apex Temple Court Hotel, South Korea , Good ,51.5137335,-0.1087512
1/11/2017,Apex Temple Court Hotel, United Kingdom , The room was clean and comfortable The bath water was hot ,51.5137335,-0.1087512
1/10/2017,Apex Temple Court Hotel, France , Very clean and well equiped rooms Very quiet Very nice staff Well located,51.5137335,-0.1087512
1/9/2017,Apex Temple Court Hotel, Ireland , The bed was amazing Hotel was spotless and staff were super ,51.5137335,-0.1087512
1/9/2017,Apex Temple Court Hotel, Switzerland , Great location Rooms fantastic and they upgraded me to a suite it was huge When I an going to London I am always stay here ,51.5137335,-0.1087512
1/9/2017,Apex Temple Court Hotel, United Kingdom , Nice atmosphere good facilities and polite friendly staff,51.5137335,-0.1087512
1/8/2017,Apex Temple Court Hotel, United Kingdom , Wonderful Staff and location There is a cool stylish atmosphere,51.5137335,-0.1087512
1/8/2017,Apex Temple Court Hotel, United Kingdom , The location,51.5137335,-0.1087512
1/7/2017,Apex Temple Court Hotel, United Kingdom , Very comfortable and clean room brilliant location and fabulous staff ,51.5137335,-0.1087512
1/7/2017,Apex Temple Court Hotel, Germany , Very good location yet quiet hotel,51.5137335,-0.1087512
1/6/2017,Apex Temple Court Hotel, United Kingdom , Efficiency friendliness of staff throughout the hotel Excellent view from our top floor room 545 ,51.5137335,-0.1087512
1/4/2017,Apex Temple Court Hotel, United Kingdom , Large bathroom with great elemis toiletries comfortable and king size bed,51.5137335,-0.1087512
1/4/2017,Apex Temple Court Hotel, Switzerland , Great location Early check in Beautiful rooms,51.5137335,-0.1087512
1/3/2017,Apex Temple Court Hotel, United Kingdom , Staff very helpful,51.5137335,-0.1087512
1/2/2017,Apex Temple Court Hotel, United Kingdom , Staff were really helpful and friendly,51.5137335,-0.1087512
1/1/2017,Apex Temple Court Hotel, United Kingdom , Lovely room got a free room upgrade when we checked in,51.5137335,-0.1087512
12/30/2016,Apex Temple Court Hotel, United Arab Emirates , Cosy hotel great restaurant with lovely food,51.5137335,-0.1087512
12/28/2016,Apex Temple Court Hotel, Cyprus , Ideal location Staff very helpful Quite luxurious hotel I would say ,51.5137335,-0.1087512
12/24/2016,Apex Temple Court Hotel, United Kingdom , Everyone was so friendly and the food was amazing ,51.5137335,-0.1087512
12/24/2016,Apex Temple Court Hotel, Australia , Friendly staff comfortable room nice building,51.5137335,-0.1087512
12/23/2016,Apex Temple Court Hotel, Ireland , Great location Great staff Very comfy Very good value for money ,51.5137335,-0.1087512
12/22/2016,Apex Temple Court Hotel, France , Everything Architecture location cleabliness the bar the room was ecellent and cosy ,51.5137335,-0.1087512
12/22/2016,Apex Temple Court Hotel, United Kingdom , Quiet and personable,51.5137335,-0.1087512
12/22/2016,Apex Temple Court Hotel, United Kingdom , Good location and the staff are very friendly and helpful when needed definitely recommended to all travellers,51.5137335,-0.1087512
12/22/2016,Apex Temple Court Hotel, Netherlands , Everything excellent hotel year in year out It is our fourth time there in four years the quality is constantly top ,51.5137335,-0.1087512
12/21/2016,Apex Temple Court Hotel, United Kingdom , room very nice good size bathroom,51.5137335,-0.1087512
12/19/2016,Apex Temple Court Hotel, United Kingdom , Beautiful room Everything was really clean and impeccably presentes Loved it ,51.5137335,-0.1087512
12/18/2016,Apex Temple Court Hotel, United Kingdom , Perfect for theatre land and galleries Lovely room and bathroom elemis products great cocktail in bar,51.5137335,-0.1087512
12/15/2016,Apex Temple Court Hotel, United Kingdom , The location was great and staff very helpful and friendly ,51.5137335,-0.1087512
12/14/2016,Apex Temple Court Hotel, United Kingdom , Great location on Fleet St,51.5137335,-0.1087512
12/13/2016,Apex Temple Court Hotel, United Kingdom , Staff were wonderful Location very central Hotel very clean and modern,51.5137335,-0.1087512
12/13/2016,Apex Temple Court Hotel, Netherlands , very nice room modern design comfortable,51.5137335,-0.1087512
12/9/2016,Apex Temple Court Hotel, United Arab Emirates , Good location friendly staff small but well appointed rooms,51.5137335,-0.1087512
12/6/2016,Apex Temple Court Hotel, Belgium , Friendly and helpful staff location comfort quiet room,51.5137335,-0.1087512
12/6/2016,Apex Temple Court Hotel, Jersey , Good location,51.5137335,-0.1087512
12/6/2016,Apex Temple Court Hotel, Jersey , The bed was very comfortable and the bathroom very spacious,51.5137335,-0.1087512
12/5/2016,Apex Temple Court Hotel, Spain , Very helpful staff,51.5137335,-0.1087512
12/5/2016,Apex Temple Court Hotel, France , Appreciated staff at front desk,51.5137335,-0.1087512
11/28/2016,Apex Temple Court Hotel, United Kingdom , Everyone was helpful and made you feel really relaxed The hotel rooms are very well equipped with everything you could asked for ,51.5137335,-0.1087512
11/21/2016,Apex Temple Court Hotel, Australia , La ubicaci n y el personal Plus Lounge ,51.5137335,-0.1087512
11/20/2016,Apex Temple Court Hotel, United Kingdom , Professional and attentive staff,51.5137335,-0.1087512
11/20/2016,Apex Temple Court Hotel, United Kingdom , Bar staff very friendly and prices reasonable for the area,51.5137335,-0.1087512
11/18/2016,Apex Temple Court Hotel, Switzerland , All TOP Nice practical room Very clean Very friendly and helpful staff and perfect location Walking distance to lots of bars and restaurant ,51.5137335,-0.1087512
